TeamNames,Year,Seed,Sweet Sixteen,Placement,ADJOE,ADJDE,efg%,efgd%,tor,tord,orb,drb,ftr,ftrd,2p%,2pd%,3p%,3pd%,adjt,wab,AdjEM-KP,AdjO-KP,AdjD-KP,AdjT-KP,Luck-KP,AdjEM-SOS-KP,AdjO-SOS-KP,AdjD-SOS-KP,AdjEM-NCSOS-KP
Arizona St.,2019,11,0,R64,109.6,98.7,50.6,48.5,18.7,19,31.7,26.9,43.8,38.6,50.8,47.3,33.6,33.4,70.4,0.2,11.55,109.7,98.2,70.8,0.051,5.56,107.3,101.7,1.55
Seton Hall,2019,10,0,R64,108.8,98.1,49.9,49.6,17.5,19.8,29.5,29.2,34.5,32.8,50.6,48.7,32.4,34,68.9,-0.3,11.5,109,97.5,69.1,0.023,8.54,109.2,100.7,3.58
Xavier,2019,17,0,NoTourney,111.3,100.3,52.8,50.7,19.6,16.2,32.2,27.2,32.6,24.9,54.7,48.7,33.1,35.6,65.1,-2.8,10.6,111.1,100.5,65.2,-0.004,7.48,108.7,101.2,1.04
Toledo,2019,17,0,NoTourney,109.6,98.8,53.2,46.8,17.4,15.4,28.1,25.7,26.1,26.8,50.4,46.6,38,31.5,67.5,0.1,11.29,109.8,98.5,67.8,0.044,0.7,104.9,104.2,-4.05
Miami FL,2019,17,0,NoTourney,110.2,99.9,50.8,52,16.9,19.8,25.9,29.8,30.8,22.7,51.4,51.7,33.3,34.9,66.8,-5,9.03,109.9,100.8,67,-0.072,8.03,108.1,100.1,-3.5
Colorado,2019,17,0,NoTourney,106.7,96.8,51,48.4,19.1,17.4,30.7,23.6,37.2,31.1,52.3,48.8,32.3,31.8,68,-3.4,10.75,106.8,96.1,68.1,-0.028,2.29,106,103.7,-4.96
Illinois,2019,17,0,NoTourney,110.5,100.4,49.6,52.2,18.4,21.8,29.1,31.9,29.5,42.4,48.2,53.6,34.5,33,70.4,-5.6,7.97,109.1,101.1,70.6,-0.052,12.16,109.6,97.5,3.39
UC Irvine,2019,13,0,R32,108.3,98.6,51.3,44.1,17.5,16.7,33.7,27,28.7,33,50.1,40.7,35.9,33.9,65.1,0.9,9.16,107.4,98.2,65.3,0.11,-3.28,102.5,105.8,1.25
Liberty,2019,12,0,R32,110.2,100.6,55.9,48.9,17.2,20.5,25.2,26.4,26.7,32.7,56.4,48.3,36.8,33.3,62,-0.4,11.54,111.1,99.6,62.3,0.009,-3.27,102.5,105.8,-3.2
Providence,2019,17,0,NoTourney,105.2,96.2,48,49.7,18.7,20.2,31.8,28.3,39.1,32.8,47.5,48.8,32.6,34.1,67.7,-3.3,8.65,105,96.3,67.9,-0.018,6.14,108.5,102.4,-2.58
San Francisco,2019,17,0,NoTourney,112.1,102.5,53.5,48.9,15.1,17.2,28.9,25,30.9,30.6,53.8,49.3,35.4,32,66.4,-2.5,9.93,112,102.1,66.6,-0.022,-0.52,104.1,104.6,-6.75
Vermont,2019,13,0,R64,108.2,99,52.6,48.7,16.8,19.1,27.3,22.2,35.9,27.5,51.6,46.3,35.9,35.1,65.2,-0.8,8.86,108.5,99.6,65.5,0.043,-5.55,100.7,106.2,3.2
Butler,2019,17,0,NoTourney,111.4,102.1,52.1,52.7,16.1,18.9,25.7,27.6,25.2,36.3,51.4,52.2,35.3,35.7,65.7,-4.2,9.24,111.3,102.1,66,-0.043,7.74,108.6,100.8,3.3
Rutgers,2019,17,0,NoTourney,105.7,97.3,47,49.2,19.1,17.4,33.4,27,31.7,32.4,47.2,47,31.2,35.3,67.5,-3.5,8.76,105.6,96.8,67.7,-0.02,10.22,109.2,99,-5.1
Northwestern,2019,17,0,NoTourney,102.1,94,46.6,46.7,16.1,17.9,24.2,26.3,30.2,34,46.4,48,31.3,29.3,65.8,-5.7,9.06,102.9,93.8,66,-0.111,8.94,108.3,99.4,-6.1
USC,2019,17,0,NoTourney,109.8,101.5,52.8,49.1,16.5,18.1,27,29.9,27.6,30,50.3,48.4,38.2,33.4,69.7,-6.9,8.25,109.8,101.5,69.6,-0.096,3.68,105.6,101.9,-2.26
Fresno St.,2019,17,0,NoTourney,108.1,100.1,54.5,48.5,18.2,19.5,27.4,25.4,30.2,35,51.9,50.2,38.2,30.7,67.7,-1.8,9.36,108.4,99,67.9,-0.011,-2.03,103.6,105.6,-5.21
Oklahoma St.,2019,17,0,NoTourney,109.7,101.7,50.1,50.3,18,17.6,26.4,29.4,30.6,31.5,46,48.3,37.2,35.4,65.9,-4.1,8.16,109.5,101.3,66.1,-0.01,13.12,110.4,97.3,5.41
Yale,2019,14,0,R64,111.6,103.5,55.6,47.3,17.8,15.2,26.3,24.6,30.1,31.1,56,47.8,36.5,31,70.7,-0.7,8.79,111.6,102.8,71,0.041,-1.1,103,104.2,-2.09
Texas A&M,2019,17,0,NoTourney,107.2,99.6,49.3,49.3,20,18.5,32.7,32.5,34.2,27,51,49.1,30.8,33.1,67.5,-4.4,7.49,107.2,99.7,67.4,-0.021,9.37,109,99.7,-0.19
St. John's,2019,11,0,R68,108.3,100.6,51.9,50.7,14.3,21.2,21.8,29.4,29.5,39.7,50.7,50.3,35.8,34.2,70.8,-1.1,7.61,108.6,101,70.8,0.06,5,106.9,101.9,-6.49
West Virginia,2019,17,0,NoTourney,109.7,102,47.5,52.4,21.3,18.5,36.9,28.7,38.9,38,47.6,51.3,31.6,36.1,70.4,-3.7,7.15,109.8,102.7,70.6,0.018,11.6,109.4,97.8,0.18
SMU,2019,17,0,NoTourney,113.2,105.3,51.2,50,16.6,17.5,33.4,31.6,27.8,29.5,51.3,48.2,34.1,35.1,64.9,-6.3,5.98,112.7,106.7,65,-0.07,3.48,105.3,101.8,-5.79
Davidson,2019,17,0,NoTourney,108.4,100.9,53.1,48.3,16.7,16.7,23.3,24.8,28.3,30,52.8,47.3,35.6,33,64.6,-0.7,7.78,108.2,100.4,64.7,0.054,0.66,104.6,103.9,2.06
Utah,2019,17,0,NoTourney,115.6,108,55,52.3,19.2,14.7,31,27.1,35.5,32.5,54.6,51.7,37,35.6,66.1,-4.1,5.85,114.8,108.9,66.4,0.031,4.8,106.1,101.3,-0.8
Notre Dame,2019,17,0,NoTourney,108.1,101,46.2,49,14,16.4,29,31.1,30.1,21.8,45.4,48.6,31.5,33.1,65.1,-5.6,6.95,108,101.1,65.2,-0.055,7.73,108,100.3,-5.59
San Diego,2019,17,0,NoTourney,105.4,98.4,52.4,49.6,18.8,17.5,24.1,22,32.4,37.3,52.4,49.7,34.8,32.9,66.7,-3.5,7.58,105.9,98.3,66.9,-0.006,3.27,106.1,102.8,-0.09
BYU,2019,17,0,NoTourney,111,103.8,52.8,50.7,15.3,17.6,23.7,27,40,35.4,54.7,48.3,33,36.6,71.2,-2.9,7.72,112,104.3,70.9,0.027,2.93,106,103.1,-0.12
South Dakota St.,2019,17,0,NoTourney,112.4,105.1,58.5,50.2,16.3,15.6,23.9,22.7,31.9,23.7,56.2,48.8,41.2,34.5,70.9,-3.3,7.46,112.7,105.3,71,-0.034,-5.84,102.5,108.3,-4.58
Georgia Southern,2019,17,0,NoTourney,108.3,101.3,54.3,51.4,18.6,20,27.4,28.7,35,31.3,56.8,51.7,32.4,34,73.3,-4.6,6.33,108.5,102.2,73.2,-0.009,0.77,105.5,104.7,4.6
Penn,2019,17,0,NoTourney,104.7,98.2,52.6,49.1,18.4,19,24.8,26.3,28.1,25.5,52.9,48.7,34.7,33.3,67.1,-4.9,4.21,104.1,99.9,66.9,0.02,0.03,103.6,103.5,0.37
Arizona,2019,17,0,NoTourney,104.9,98.5,49,50.9,16.7,20.3,28.4,25.9,33.3,35,48.1,51.9,33.6,32.9,66.7,-4.1,7.35,105.5,98.2,66.7,-0.013,5.62,107.8,102.2,3.27
Connecticut,2019,17,0,NoTourney,108.8,102.1,51,49.6,18.5,20,32.3,30.2,32.7,39.2,50.7,49.2,34.4,33.5,68.9,-5.6,6.78,109,102.2,68.6,-0.07,3.79,105.6,101.8,-5.7
South Florida,2019,17,0,NoTourney,102.7,96.5,49.1,48.4,22.6,21.9,36.3,26.8,48.1,43.1,48.5,48.2,33.3,32.5,67.1,-4.3,6.63,102.6,95.9,67.5,-0.024,0.44,104.9,104.4,-7.43
Northeastern,2019,13,0,R64,110.2,103.5,56.5,52.1,16.6,16.7,22.7,24.6,34.3,27.8,55.8,53,38.2,33.7,66,-2.6,7.59,111,103.4,66.2,0.05,-0.63,106.3,106.9,6.45
Northern Kentucky,2019,14,0,R64,108.9,102.3,54.6,49.1,17.8,18.4,30.6,26,34.8,35.2,55,49.9,36,32,68.1,-2,7.14,109.4,102.3,68.2,-0.001,-3.37,103.6,107,-2.57
UNC Greensboro,2019,17,0,NoTourney,105.4,99.1,51.2,51,17.1,22.2,31.4,29.7,30.6,32.2,51.4,50.1,33.8,35,67.5,2.1,7.63,106.4,98.8,67.8,0.167,-0.37,105.7,106,-3.22
Oregon St.,2019,17,0,NoTourney,111.4,104.7,52.2,50.2,18.3,17.6,30.8,29,36.8,33.5,54.5,46.7,32.1,37.3,65.7,-3.8,8.33,111.7,103.4,65.7,-0.04,3.33,105.5,102.1,-3.48
UCLA,2019,17,0,NoTourney,109.5,103,52,49.6,19,15.1,30.8,27.1,38.2,27.6,51.4,47.9,35.5,34.7,72.5,-5.1,6.34,109,102.7,72.5,0.007,5.61,107.8,102.2,3.6
Wright St.,2019,17,0,NoTourney,107.4,101,51,53.1,17.3,20.1,30.8,25.9,35.1,28.6,50.4,52.1,34.6,36.5,65.1,-6.4,5.02,107.1,102,65.2,-0.04,-1.35,105.1,106.5,2.95
St. Bonaventure,2019,17,0,NoTourney,102.1,96.1,48.3,47.2,18.7,19.8,29.2,28.7,28.2,31.5,47.9,46.2,32.8,32.3,64.1,-8,4.92,102.1,97.2,64,-0.044,-0.36,103.4,103.8,-1.25
Loyola Chicago,2019,17,0,NoTourney,105.2,99.2,55.1,51.1,18.8,20.5,19.9,21.7,32,23.9,55,48.7,36.7,36.6,62.7,-7,4.18,104.2,100,62.7,-0.019,-1.58,102.5,104.1,-1.81
Georgetown,2019,17,0,NoTourney,108.6,102.5,51,50.2,17.9,16.3,29.1,26.2,38.2,30.3,49.6,49.6,35.6,34,72.1,-2.3,6.45,108.9,102.5,71.9,0.04,4.98,107.7,102.7,-4.53
East Tennessee St.,2019,17,0,NoTourney,109.2,103.1,54.6,52.6,20,20.5,37,23.9,30,30.5,55,48.5,35.9,39.1,67,-1.3,8.48,109.9,101.4,67.2,0.011,-1.29,105.4,106.6,-2.21
Saint Louis,2019,13,0,R64,102.3,96.7,46.7,46.9,19.3,19.4,36,25.1,39.4,33.5,47.2,46.7,30.4,31.4,66.2,-3,6.02,102.2,96.2,66.4,0.044,0.49,104.4,103.9,-1.44
Hofstra,2019,17,0,NoTourney,115.9,109.5,55.9,52.1,13.8,18.3,26.8,29.9,37.7,25,54.5,51.5,38.7,35.3,67.5,-1.7,7.37,116.4,109,67.5,0.017,-5.59,102.4,108,-6.41
Akron,2019,17,0,NoTourney,99.4,94,48.2,45.5,17.3,19.1,25.1,29.9,27.7,30.6,48.8,46.1,31.7,29.6,66,-7.9,5.87,100,94.1,66.2,-0.105,1.16,105.4,104.3,-5.43
Harvard,2019,17,0,NoTourney,106.1,100.4,53.3,50.2,22.6,17.5,28.7,23.1,31.6,33.8,52.7,49.6,36.1,34.2,66.9,-3.3,5.32,105.7,100.4,67.3,0.048,2.5,105.4,102.9,3.4
San Diego St.,2019,17,0,NoTourney,103.3,97.8,49.9,48.2,18.3,18.8,28.9,28.4,35.2,33.3,47.9,47.2,35.6,33,66.5,-3.9,4.83,103.9,99,66.7,0.056,1.2,105.3,104.1,-0.94
Southern Miss,2019,17,0,NoTourney,107.8,102.2,53.1,49.1,15.7,19.4,22.9,28.1,24.1,29.8,49.9,47.1,39.1,34.2,64.5,-5.5,4.93,107.1,102.2,64.8,-0.005,0.02,103.4,103.4,2.48
Georgia St.,2019,14,0,R64,107.7,102.2,53.7,50.3,16.4,21,23,33.8,35.4,30.9,51.2,51.2,38.1,32.8,69.8,-1.1,4.85,107.7,102.8,70,0.143,1.09,105.2,104.1,3.5
Tulsa,2019,17,0,NoTourney,105.7,100.3,51.2,48.1,18,17.6,23,29.4,43.4,30.3,51.3,47.3,34,32.8,68.6,-3.4,4.94,105.4,100.4,68.8,0.04,3.45,105.8,102.4,-2.97
Bowling Green,2019,17,0,NoTourney,108.5,103,50.5,50.8,16.6,17.8,30.7,24.8,34.9,31.1,48.8,50,35.8,34.6,70,-4,6.04,108.4,102.3,70.5,0.035,1.13,105.3,104.2,-4.56
Boise St.,2019,17,0,NoTourney,108.7,103.4,53.9,51.8,17.3,18.5,23.5,24.4,31.8,33.6,54.7,52,35.2,34.3,65.4,-11.7,3.13,107.4,104.2,65.5,-0.192,0.09,104,103.9,0.47
Grand Canyon,2019,17,0,NoTourney,107.3,102.2,51.4,49.9,17.3,19.3,29,25.7,33.7,29.7,52.5,48.4,33.1,35.2,67.8,-5.4,5.49,107.6,102.1,67.8,-0.038,-0.81,104.1,104.9,-0.13
Drake,2019,17,0,NoTourney,107.3,102.2,53.3,48.7,19.1,16.8,24.3,26,32.6,29.4,53.2,50.8,35.7,30,69.1,-2.7,3.76,106.5,102.8,69.3,0.081,-1.58,102.4,104,0.47
Pittsburgh,2019,17,0,NoTourney,104.2,99.4,47.9,47.7,19.6,21.3,32.1,32.8,42.3,32.9,46.9,45.8,33.1,33.6,67.2,-6.3,6.35,104.9,98.5,67,-0.094,6.77,107.7,101,-9.1
Old Dominion,2019,14,0,R64,100.3,95.6,47.2,45.6,17.8,18.5,32.1,24.8,28.9,32.4,44.1,43.5,34.9,32.4,64.4,-1.6,5.45,101.4,96,64.5,0.058,-2.15,102.5,104.7,-6.06
DePaul,2019,17,0,NoTourney,112.6,107.4,52.7,53.2,18.8,17.7,32.7,25.6,36.1,30.9,53.3,51.2,34.3,37.3,69.5,-5.1,5.02,111.7,106.7,70.1,-0.018,3.33,105.6,102.3,-8.64
Austin Peay,2019,17,0,NoTourney,111.4,106.7,52.9,52.5,16.6,20.8,32.3,30,34.7,34.2,51.1,53.5,37.5,34,68.9,-4.7,4.29,111.1,106.8,69,-0.009,-3.6,103.3,106.9,1.4
Georgia,2019,17,0,NoTourney,105.8,101.3,50.1,48.5,22.5,15.5,32.7,31,41.3,29.9,51.1,47.8,32.2,33.2,68.6,-7.4,4.13,106.1,102,68.4,-0.077,8.92,109.1,100.1,-1.7
Loyola Marymount,2019,17,0,NoTourney,104.1,99.7,49.5,49.6,19.3,21.6,29.4,27.2,36.7,36.2,50.3,50.3,31.6,32.4,62.5,-3.8,3.84,103.6,99.8,62.7,0.066,0.1,104.3,104.2,-5.47
Utah Valley,2019,17,0,NoTourney,108.1,103.5,55.6,49.1,20.2,16.5,28,26.6,40.3,29.3,54.2,47.3,38.5,34.9,68.4,-2.1,6.22,108.5,102.3,68.8,0.037,-2.03,103.9,105.9,-0.24
Western Kentucky,2019,17,0,NoTourney,104.9,100.5,49.9,48.9,19.6,18.5,29.6,28.1,37.9,25.6,50.2,47,32.7,34.5,67.7,-5.3,5.2,105.1,99.9,67.7,0,1.26,104.1,102.8,4.87
Boston College,2019,17,0,NoTourney,107.1,102.7,48.5,48.4,17.5,16.6,28.6,31.5,35,29.4,49.1,48.8,31.7,32,67.3,-5.3,4.52,107.2,102.7,67.3,0.019,6.58,107.3,100.7,-6.95
Jacksonville St.,2019,17,0,NoTourney,104.7,100.4,50.5,48.7,18.8,20.4,33,25.6,30.2,30.1,52.3,47.7,31,33.3,67.6,-3,5.81,105.4,99.6,67.6,0.003,-4.25,102.2,106.5,0.1
Georgia Tech,2019,17,0,NoTourney,100.8,96.9,49.2,45.7,21,18.7,25.3,31.6,34.3,34.8,50.7,46.3,30.7,29.7,67,-4.8,5.26,101.7,96.5,66.8,-0.023,8.04,107.7,99.7,-4.96
Central Michigan,2019,17,0,NoTourney,110.2,106.3,51.4,50.1,16.2,18.7,31,33.1,40,28.8,48.9,53.6,36.9,29.3,70.9,-3.8,4.27,110.4,106.1,71.3,0.022,-0.39,103.7,104.1,-10.08
Stanford,2019,17,0,NoTourney,102.3,98.7,51.2,47.9,20.8,17.2,29.9,28.3,36.1,32.9,53.2,46.4,31.7,34.5,69.7,-5.7,5.47,103.7,98.2,69.9,-0.027,4.39,106.8,102.4,0.83
Colgate,2019,15,0,R64,110.2,106.4,55.9,50.7,19.3,17.8,30.2,27.1,28.4,28.2,53.5,50.5,39.5,33.9,66.4,-4.1,4.6,110.5,105.9,66.4,0.012,-3.83,102.4,106.3,0.84
Rhode Island,2019,17,0,NoTourney,104.5,100.9,47.4,48.7,17.8,20.2,31.3,27.9,36.8,35.7,50,48.8,28,32.3,67.4,-6.5,2.44,103.8,101.4,67.5,0.018,0.51,103.1,102.6,-2.15
Montana,2019,15,0,R64,107.3,104.1,56.1,50.1,17.3,19.2,27.4,24.9,31.6,37.3,55.6,49.3,37.8,34.4,66.5,-3,3.53,107.4,103.9,66.9,0.059,-6.07,102.4,108.4,4.03
Ball St.,2019,17,0,NoTourney,101.5,98.7,51.8,47.3,20.2,17.9,27.5,28.6,37.6,30.4,53.5,46.8,32.2,32.1,70.1,-8.4,3.91,102.5,98.6,70.3,-0.088,1.65,105,103.4,-0.54
Radford,2019,17,0,NoTourney,108.3,105.4,52.8,51.9,16.4,18.1,29.7,24.9,27,30.7,50.1,51.7,38,34.7,64.3,-4.2,4.88,109.3,104.4,64.4,-0.007,-0.84,104.5,105.3,6.99
Kent St.,2019,17,0,NoTourney,110,107.1,49.6,52.7,16.4,19,33.2,30.6,31.8,35.9,49.1,53.2,33.6,34.7,67.4,-2.5,2.38,109.9,107.5,67.5,0.129,1.25,104.8,103.5,-4.15
Louisiana Monroe,2019,17,0,NoTourney,112.4,109.6,54,52.9,16.2,17.4,26.9,29,35.8,28.4,49.6,52.7,39.7,35.4,66.1,-7.2,2.9,112.5,109.6,66.3,-0.057,-2.39,103.4,105.8,-4.02
Texas St.,2019,17,0,NoTourney,102,99.5,50,48.5,19.6,20.7,33.2,24.7,34.4,39.5,50.8,49.2,32.4,31.6,64.9,-3.1,3.53,102.4,98.8,65.1,0.022,-3.08,103.4,106.5,-5.93
UTSA,2019,17,0,NoTourney,106.1,103.6,49.5,49.5,16.4,18.1,26.1,28.4,26.2,35.6,48,50,34.3,32.5,71.8,-8.6,1.54,105.8,104.3,72.1,-0.017,0.5,103.2,102.7,4.13
Coastal Carolina,2019,17,0,NoTourney,107.5,105.2,51.8,51,19.6,18,32.7,28.6,39.4,42.3,49.4,53.1,37,32.3,69.4,-9.7,1.03,106.8,105.7,69.8,-0.071,-0.98,105.2,106.2,-0.54
Samford,2019,17,0,NoTourney,106.3,104.3,54.1,49.6,19.3,18.1,28.1,31.2,33.9,28.3,53,47.3,37.3,35.1,69,-8.6,1.88,106.6,104.7,69.2,-0.076,-2.24,104.6,106.8,-6.13
Northern Illinois,2019,17,0,NoTourney,107.6,105.8,52.6,51.9,17.2,17.9,27.2,26.7,26.5,39.1,51.6,50,36.5,36.1,65.8,-8.7,3.72,109,105.3,65.9,-0.071,1.49,104.7,103.2,-2.13
UT Arlington,2019,17,0,NoTourney,101.5,99.9,47,48,20.3,18.1,31,28,34.5,38,47.9,50,30.5,29.9,66.4,-7.3,1.45,101.3,99.9,66.3,0.038,1.15,105,103.9,5.43
Pepperdine,2019,17,0,NoTourney,108.1,106.4,52,53.9,18,20.9,24.9,29.5,35.7,35.7,48.4,54.9,37.9,34.8,70.4,-9.5,1.43,107,105.6,70.3,-0.057,-0.19,104.1,104.3,-7
Miami OH,2019,17,0,NoTourney,104,102.4,48.6,51.1,18.7,16.7,30,25.3,34.7,33.9,48.7,51.3,32.3,33.9,66,-8.5,1.62,104.8,103.2,66.3,-0.025,3.13,105.7,102.5,-0.36
Brown,2019,17,0,NoTourney,99.6,98.2,50.4,48,20.3,20.9,24.5,27.5,36.7,31.3,50.2,50.1,33.8,30,70.9,-5.5,1.24,99.6,98.4,71.1,0.027,-2.49,102.5,105,-5.66
Louisiana Tech,2019,17,0,NoTourney,104.3,103.1,49.8,49.3,17,19.2,29.4,28.8,35.9,30.2,49.3,49.1,33.7,33,65.4,-6.8,2.88,105,102.1,65.4,-0.046,-2.19,102.1,104.3,-4.19
UAB,2019,17,0,NoTourney,107.2,106,50.4,49.4,16.8,17.9,30.6,26.2,31.8,31.6,51.3,48.1,32.6,33.9,64.9,-7.2,1.7,107.1,105.4,65.2,-0.021,-1.93,101.7,103.6,-5.23
Bucknell,2019,17,0,NoTourney,105.1,104.4,53,49.2,17.3,16.6,25.8,27.6,33.9,32.4,53.3,48.8,35.1,33.3,70.4,-5.2,1.85,105.8,103.9,70.7,0.052,-3.13,103.3,106.4,2.68
Bradley,2019,15,0,R64,102.1,101.5,49.7,47.6,18.8,18.4,26.7,26.7,36.3,35.6,46.5,46.5,37,32.8,65,-7.6,0.09,101.5,101.4,65.3,0.035,-1.66,102.6,104.3,-3.94
Abilene Christian,2019,15,0,R64,102,101.6,51.9,49.8,17.3,23.3,27,28.5,34,38.3,49.5,49.8,37.7,33.3,65.6,-2.5,1.35,103.4,102,66.1,0.123,-8.67,100,108.7,-4.75
Richmond,2019,17,0,NoTourney,109.1,108.7,54.1,53.1,15.3,18.5,19.1,29.9,30.7,28.7,55.5,54,34.7,34.4,65.7,-13.2,-3.31,107,110.3,65.9,-0.088,-2.99,101.3,104.3,-7.82
Florida Atlantic,2019,17,0,NoTourney,99.5,99.3,47.9,48.2,20.7,18.1,29,25.4,28.6,31.4,47,48.7,32.6,31.6,67.2,-8.8,0.03,99.9,99.9,67.4,-0.052,-1.32,103,104.3,-1.4
Saint Joseph's,2019,17,0,NoTourney,106.3,106.3,48,51.7,13.5,15.7,22,24.4,31.7,27.1,47.8,49.9,32.2,36,68.3,-10.3,-1.89,105.4,107.2,68.5,-0.012,0.48,103.2,102.7,0.44
Wake Forest,2019,17,0,NoTourney,104.4,104.4,44.8,53.3,19.4,16.1,33.9,27.3,37.6,35.2,44.1,54.7,30.8,34.1,67.4,-7.4,-0.93,104.4,105.3,67.6,0.04,7.92,108.3,100.4,-6.46
North Texas,2019,17,0,NoTourney,98.5,98.6,49.2,47.4,20.1,19.8,30.7,24.4,27.7,37.7,50.5,46.4,31.7,32.8,65.3,-6.9,0.53,99.8,99.3,65.3,-0.007,-3.97,101.1,105.1,-9.49
Vanderbilt,2019,17,0,NoTourney,101.1,101.3,48.6,49.5,20.5,16.4,29,29.3,40.6,33.3,50,48,31.1,34.9,67.4,-9.1,0.81,102.2,101.4,67.3,-0.109,9.34,109.3,99.9,-2.95
Eastern Michigan,2019,17,0,NoTourney,102.4,102.6,48.5,50.8,20.8,20.1,34.3,34.9,33.9,32,50.5,50.4,29.9,34.2,62.9,-7.9,0.47,103.4,103,62.9,-0.006,4.92,107.1,102.2,8.22
Oakland,2019,17,0,NoTourney,107.8,108,54.3,53,18.4,17.2,25.7,32.5,35.7,28,52.3,53.2,37.9,35.2,68.2,-10.1,-1.77,107.8,109.6,68.7,-0.002,-2.07,104.9,106.9,1.63
Southern Illinois,2019,17,0,NoTourney,103,103.2,52.8,49.6,21,19.1,28.8,29.2,32,25.6,51.2,47.6,37.4,35.1,65.7,-8,1.79,104.6,102.8,65.8,-0.01,-1.12,103,104.1,0.46
Northern Colorado,2019,17,0,NoTourney,103.6,104,53,51.4,18.4,18.6,27.7,25.6,34.8,28.4,53.6,49.5,34.9,37.1,66.3,-6.5,-2.27,102.6,104.9,66.5,0.05,-7.99,101.4,109.4,-1.59
Marshall,2019,17,0,NoTourney,106.5,107,51.9,52,15.9,20.8,22.9,32.3,30.5,32.4,52.3,51.4,34.2,35.5,74.2,-6.2,0.56,106.9,106.3,74.3,0.125,-1.27,103,104.2,1.56
Gardner Webb,2019,16,0,R64,107.1,107.6,54.8,50.5,17.1,18.2,22.4,31.3,38.3,27.6,53.6,50.4,37.7,33.7,67.2,-4.9,-0.04,107.8,107.8,67.4,0.07,-3.55,103.2,106.8,-4.07
Seattle,2019,17,0,NoTourney,101.1,101.6,49.1,46.7,17.5,15.8,29.3,26.5,34.3,38.5,46.1,44.9,36.8,33.6,67.2,-8.7,-1.99,100.8,102.8,67.2,-0.04,-5.06,102.3,107.4,-8.81
Princeton,2019,17,0,NoTourney,99,99.6,47,49.7,17.8,17.2,24.3,24.7,29.8,28.7,48.1,50.3,30.3,32.5,67.2,-5.4,-1.06,98.9,100,67.6,0.101,0.16,104.3,104.2,-1.24
Northern Iowa,2019,17,0,NoTourney,101.5,102.1,48.9,51.1,17.9,18.2,23.2,23.1,27.6,32.4,46.2,51,35,34.2,64.1,-10.8,-1.15,101.5,102.7,64.4,0.004,0.29,103.1,102.8,3.42
Sam Houston St.,2019,17,0,NoTourney,106.7,107.3,51.8,51.2,18.3,21.2,29.7,28.6,26,43.3,48.6,51.4,37.5,34,66.2,-6.5,-1.09,106.1,107.2,66.3,0.022,-5.57,101,106.6,3.15
Lehigh,2019,17,0,NoTourney,108.5,109.1,56.4,50.2,18.5,15.6,23.5,27.5,34.9,30.5,51.9,49.9,42.4,33.8,71.4,-5.2,-0.79,108.9,109.7,71.6,0.083,-4.34,102.3,106.6,-1.5
Duquesne,2019,17,0,NoTourney,104.8,105.5,49.9,49.9,19.8,21.6,31.9,35.1,35,31.9,51.1,49.5,32.2,33.8,69.5,-6.5,-0.9,104.6,105.5,69.8,0.055,-2.8,101.8,104.6,-7.26
Charleston Southern,2019,17,0,NoTourney,100.9,101.6,49.8,50.9,18,21.1,29.1,27.7,27,31.2,48.4,48.8,34.5,35.9,69,-9.1,0.17,101.1,101,69.5,-0.085,-3.22,103.5,106.7,4
Missouri St.,2019,17,0,NoTourney,102.8,103.5,51.2,53.5,18.2,21.8,25.4,25.3,36.9,35,51.4,49.4,33.9,40.3,65.9,-9.7,-0.85,103.1,104,65.4,-0.021,-1.74,102.8,104.6,-1.9
UNLV,2019,17,0,NoTourney,105.5,106.3,49.5,51,18.6,17.6,35.5,27.7,34.9,31.6,48.8,49.7,33.7,35.7,67.6,-7.3,-0.29,106.1,106.4,67.5,0.014,-2.28,103.1,105.4,-3.42
Illinois Chicago,2019,17,0,NoTourney,101.5,102.3,53.3,48.3,20,17.6,24.9,30.4,27.8,42,54.1,46.8,34.9,33.8,70.1,-9.8,-2.78,100.8,103.5,70,-0.002,-2.2,104.9,107.1,0.31
Nebraska Omaha,2019,17,0,NoTourney,109.5,110.5,54.4,55,13.5,16.8,24.8,25.6,24.1,27.1,51.8,55.2,39.3,36.5,68,-4.4,-0.2,110.2,110.4,67.9,0.109,-3.64,103.9,107.5,2.52
George Mason,2019,17,0,NoTourney,103.8,104.9,50.1,50.2,18.9,18.2,29,27.2,34.2,30.6,50.5,51.6,33,32,67.7,-6.6,0.56,104.6,104,67.7,0.023,-1.58,102.3,103.8,-3.39
Green Bay,2019,17,0,NoTourney,104.6,105.9,51.5,52.1,17.2,18.8,26.4,31.4,33.9,32.3,51.4,52.5,34.5,34.4,73.1,-8.2,-1.56,104.9,106.5,73.2,0.08,-0.59,105.4,106,7.58
Colorado St.,2019,17,0,NoTourney,107.5,108.9,54.4,53.1,17,16.2,23.9,27.1,31.9,29.5,55.5,53.5,35.2,35,67,-12.7,-1.39,107.6,109,67.1,-0.111,-0.21,104.7,104.9,-1.91
North Florida,2019,17,0,NoTourney,103.5,104.8,52.1,48.1,21.8,16.9,29.4,32.7,25.3,30.6,53.2,47.4,33.9,33.2,71.9,-7.8,-0.69,104.1,104.8,71.9,0.015,1.59,103.9,102.4,10.41
